loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
25000,25000,25000.0, 60 months, 24.37%,724.58,E,E2,General Superintendent,10+ years,RENT,100000.0,Verified,Nov-2018,In Grace Period,n,,,debt_consolidation,Debt consolidation,891xx,NV,8.77,1,Aug-2005,0,,,11,0,18235,66%,16,w,15959.76,15959.76,19356.07,19356.07,9040.24,10315.83,0.0,0.0,0.0,Dec-2020,724.58,Feb-2021,Jan-2021,1,10.0,1,Individual,,,,0,73,20539,0,1,0,1,23.0,2304,46.0,0,2,6521,66.0,27750,1,0,0,3,1867.0,3350.0,101.0,0,0,31.0,159,17,17,0,17.0,,16.0,,0,5,10,6,6,2,10,14,6,11,,0,1,0,100.0,100.0,0,0,32750,20539,16750,5000,,,,,,,,,,,,,,,,,724.58,,,,,,,972.34839,16337.89,724.58,N,,,,,,
3025,3025,3025.0, 36 months, 12.98%,101.9,B,B5,Sales Account Manager,7 years,RENT,52000.0,Not Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,303xx,GA,27.21,0,May-2006,0,33.0,,7,0,18779,81.3%,30,w,0.0,0.0,3609.86,3609.86,3025.0,584.86,0.0,0.0,0.0,Dec-2020,1474.32,,Jan-2021,0,56.0,1,Individual,,,,0,0,39148,0,5,0,3,16.0,20369,67.0,0,1,811,73.0,23100,1,9,0,4,5593.0,2289.0,26.2,0,0,140.0,150,13,13,0,25.0,33.0,13.0,33.0,1,1,2,1,7,12,2,17,2,7,0.0,0,0,0,82.8,0.0,0,0,53684,39148,3100,30584,,,,,,,,,,,,N,CVD19SKIP,REDCDHOURS,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,39.45,1842.71,101.9,N,,,,,,
5650,5650,5650.0, 36 months, 16.14%,199.03,C,C4,Correction officer,9 years,MORTGAGE,85000.0,Not Verified,Oct-2018,Fully Paid,n,,,medical,Medical expenses,761xx,TX,9.09,1,Jun-2006,0,5.0,54.0,7,1,4009,17.8%,27,w,0.0,0.0,5828.385730913001,5828.39,5650.0,178.39,0.0,0.0,0.0,Nov-2018,5634.43,,Jan-2021,0,,1,Joint App,105000.0,10.01,Not Verified,0,0,239923,0,1,1,4,8.0,29754,92.0,0,1,4009,62.0,22500,4,5,3,9,34275.0,12491.0,24.3,0,0,120.0,148,23,8,6,26.0,,2.0,,0,1,1,3,5,9,5,12,1,7,0.0,0,0,3,95.7,0.0,1,0,263353,33763,16500,32266,8422.0,Jun-2006,2.0,0.0,15.0,23.6,1.0,26.0,0.0,0.0,60.0,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months, 16.91%,356.08,C,C5,Electrical field service technician,3 years,MORTGAGE,95000.0,Not Verified,Nov-2018,Late (31-120 days),n,,,credit_card,Credit card refinancing,483xx,MI,16.94,0,Aug-2009,1,35.0,,15,0,7238,37.3%,47,w,4858.49,4858.49,7468.29,7468.29,5141.51,2326.78,0.0,0.0,0.0,Sep-2020,356.08,Feb-2021,Jan-2021,0,35.0,1,Individual,,,,0,0,31342,3,4,2,5,10.0,24104,79.0,3,4,1648,63.0,19400,4,8,8,9,2089.0,9834.0,33.1,0,0,110.0,111,0,0,0,0.0,50.0,0.0,50.0,7,7,10,8,18,19,11,28,10,15,0.0,0,0,5,83.0,25.0,0,0,50053,31342,14700,30653,,,,,,,,,,,,,,,,,356.08,,,,,,,205.39269,5180.27,356.08,N,,,,,,
6000,6000,6000.0, 36 months, 10.47%,194.93,B,B2,Agent,10+ years,MORTGAGE,42000.0,Not Verified,Oct-2018,Fully Paid,n,,,credit_card,Credit card refinancing,207xx,MD,4.66,0,Oct-2008,1,43.0,,10,0,5201,37.7%,13,w,0.0,0.0,6417.7777591674,6417.78,6000.0,417.78,0.0,0.0,0.0,Jul-2019,4868.81,,Jul-2019,1,,1,Individual,,,,0,480,126609,2,0,0,0,,0,,3,7,3638,38.0,13800,0,0,2,9,12661.0,4799.0,52.0,0,0,,35,2,2,3,7.0,,2.0,,0,3,3,5,5,0,9,10,3,10,0.0,0,0,3,92.3,20.0,0,0,138782,5201,10000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
27075,27075,27075.0, 36 months, 12.98%,912.01,B,B5,Residential Building Inspector,10+ years,MORTGAGE,75000.0,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,254xx,WV,30.64,0,Jun-1998,0,,,16,0,42267,63%,27,w,9410.15,9410.15,22780.73,22780.73,17664.85,5115.88,0.0,0.0,0.0,Jan-2021,912.01,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,237649,0,1,0,0,49.0,3970,24.0,0,1,8350,63.0,67380,0,0,1,1,14853.0,5023.0,78.0,0,0,246.0,202,13,13,2,31.0,,4.0,,0,8,14,10,10,7,14,18,12,16,,0,0,0,100.0,75.0,0,0,314569,49504,40180,16889,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months, 11.31%,328.86,B,B3,Accountant,9 years,OWN,65000.0,Not Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,566xx,MN,34.21,0,Feb-2000,0,78.0,,9,0,42447,83.4%,20,w,3124.24,3124.24,8537.79,8537.79,6875.76,1662.03,0.0,0.0,0.0,Jan-2021,328.86,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,53584,0,3,0,0,37.0,11137,24.0,0,0,21769,55.0,50900,0,0,0,0,5954.0,6307.0,84.2,0,0,129.0,225,28,28,0,28.0,,,,0,3,5,4,6,6,6,14,5,9,0.0,0,0,0,90.0,50.0,0,0,97130,53584,39900,46230,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000.0, 60 months, 15.02%,952.02,C,C3,Professor,8 years,RENT,92000.0,Not Verified,Nov-2018,Charged Off,n,,,credit_card,Credit card refinancing,802xx,CO,16.2,0,Jun-2003,1,,,19,0,38194,74.9%,32,w,0.0,0.0,15165.56,15165.56,7898.81,7266.75,0.0,0.0,0.0,Jul-2020,0.0,,Oct-2020,0,,1,Individual,,,,0,0,247756,1,2,1,1,7.0,207742,87.0,3,4,7455,76.0,51000,0,0,2,5,13764.0,8680.0,79.3,0,0,132.0,184,2,2,0,7.0,,2.0,,0,11,14,12,18,5,16,26,14,19,0.0,0,0,4,100.0,50.0,0,0,211400,247756,42000,157160,,,,,,,,,,,,N,CVD19SKIP,INCOME_CURTAILMENT,COMPLETE,4.0,0.0,Jun-2020,Aug-2020,Jun-2020,4.0,0.0,ACTIVE,2710.53,33078.88,879.81,N,,,,,,
20000,20000,20000.0, 36 months,  6.46%,612.62,A,A1,waste water treatment operator,2 years,MORTGAGE,150000.0,Source Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,080xx,NJ,6.4,0,May-1999,1,,87.0,7,1,0,0%,19,w,0.0,0.0,20414.9250791005,20414.93,20000.0,414.93,0.0,0.0,0.0,Mar-2019,18804.55,,Apr-2019,0,,1,Individual,,,,0,0,134723,1,2,1,1,9.0,19207,70.0,2,2,0,39.0,21900,0,1,2,3,19246.0,18900.0,0.0,0,0,117.0,234,6,6,3,6.0,,1.0,,0,0,0,3,9,5,4,11,0,7,0.0,0,0,3,100.0,0.0,1,0,176145,19207,18900,27582,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months, 15.02%,346.76,C,C3,Suite Service Attendant,< 1 year,MORTGAGE,28000.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,891xx,NV,18.13,0,Aug-2000,1,81.0,,9,0,14563,63.9%,19,w,2933.82,2933.82,9354.18,9354.18,7066.18,2288.0,0.0,0.0,0.0,Jan-2021,346.76,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,225382,0,2,0,0,70.0,76505,163.0,3,3,7640,91.0,22800,0,0,3,4,25042.0,8237.0,63.9,0,0,218.0,189,7,7,1,7.0,,6.0,,0,6,6,6,6,12,6,6,6,9,0.0,0,0,3,88.9,50.0,0,0,218435,91068,22800,58171,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
5500,5500,5500.0, 36 months, 14.47%,189.24,C,C2,,,RENT,15600.0,Verified,Oct-2018,Fully Paid,n,,,credit_card,Credit card refinancing,992xx,WA,20.62,0,Jul-2013,0,,,5,0,5169,28.7%,8,w,0.0,0.0,6615.18,6615.18,5500.0,1115.18,0.0,0.0,0.0,Sep-2020,2460.74,,Sep-2020,0,,1,Individual,,,,0,0,8547,0,1,0,1,14.0,3378,72.0,0,1,5168,38.0,18000,1,2,0,2,1709.0,9831.0,34.5,0,0,63.0,53,15,14,0,15.0,,15.0,,0,2,2,3,4,2,4,6,2,5,0.0,0,0,0,100.0,33.3,0,0,22725,8547,15000,4725,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,2271.5,N,,,,,,
15000,15000,15000.0, 36 months, 16.14%,528.4,C,C4,Client Care Coordinator ,< 1 year,OWN,56000.0,Source Verified,Nov-2018,Current,n,,,home_improvement,Home improvement,104xx,NY,18.52,10,Nov-1988,0,15.0,,9,0,1571,6%,26,w,4912.97,4912.97,13724.95,13724.95,10087.03,3637.92,0.0,0.0,0.0,Jan-2021,528.4,Feb-2021,Jan-2021,0,16.0,1,Individual,,,,0,0,24749,0,3,0,1,16.0,23178,55.0,0,0,1510,36.0,26200,0,4,0,1,2750.0,4990.0,23.2,0,0,169.0,360,30,16,0,45.0,15.0,15.0,15.0,4,1,2,2,8,8,6,18,2,9,0.0,0,5,0,57.7,0.0,0,0,68536,24749,6500,42336,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10200,10200,10200.0, 36 months,  6.67%,313.41,A,A2,service writer,8 years,MORTGAGE,39993.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,127xx,NY,29.62,0,Dec-1999,0,,,10,0,3360,14%,14,w,2743.86,2743.86,8458.29,8458.29,7456.14,1002.15,0.0,0.0,0.0,Jan-2021,313.41,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,18674,0,3,1,2,9.0,15314,40.0,0,1,1252,30.0,24000,2,0,1,3,1867.0,20640.0,14.0,0,0,64.0,225,18,9,0,18.0,,10.0,,0,4,4,7,8,4,7,10,4,10,0.0,0,0,1,100.0,0.0,0,0,62018,18674,24000,38018,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
5000,5000,5000.0, 36 months, 17.97%,180.69,D,D1,RN,2 years,RENT,66000.0,Not Verified,Dec-2018,Current,n,,,other,Other,591xx,MT,20.69,0,Jun-1998,1,,,8,0,2985,6.6%,11,w,1819.88,1819.88,4512.26,4512.26,3180.12,1332.14,0.0,0.0,0.0,Jan-2021,180.69,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,46242,1,3,3,3,7.0,43257,92.0,1,1,2985,50.0,44900,2,0,4,4,5780.0,33515.0,8.2,0,0,11.0,246,2,2,0,185.0,,2.0,,0,1,1,2,3,3,5,8,1,8,0.0,0,0,4,100.0,0.0,0,0,92200,46242,36500,47300,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8000,8000,8000.0, 36 months,  7.02%,247.09,A,A2,Recruiter ,2 years,RENT,38400.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,021xx,MA,11.78,0,Mar-2005,0,40.0,,10,0,4800,36.4%,16,w,3133.8,3133.8,5709.95,5709.95,4866.2,828.75,15.0,0.0,0.0,Jan-2021,247.09,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,65811,0,5,0,0,45.0,61011,109.0,0,0,1923,95.0,13200,0,0,0,0,6581.0,7200.0,40.0,0,0,159.0,165,72,45,0,72.0,40.0,,40.0,0,3,3,4,4,11,5,5,3,10,0.0,0,0,0,87.5,0.0,0,0,69203,65811,12000,56003,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,May-2020,Mar-2020,2.0,17.0,INCOLLECTION,59.49,5134.57,509.18,N,,,,,,
32000,32000,32000.0, 60 months, 10.72%,691.3,B,B2,CDD investigator,3 years,MORTGAGE,60000.0,Verified,Nov-2018,Fully Paid,n,,,credit_card,Credit card refinancing,430xx,OH,23.24,0,May-2001,1,,,21,0,61671,22.5%,37,w,0.0,0.0,33470.556323991295,33470.56,32000.0,1470.56,0.0,0.0,0.0,Apr-2019,30743.48,,Sep-2019,0,,1,Individual,,,,0,0,227071,2,8,1,1,6.0,17807,64.0,1,2,12700,31.0,141500,1,1,2,3,10813.0,72559.0,24.0,0,0,142.0,210,4,4,2,4.0,,2.0,,0,7,10,9,11,19,12,16,10,21,0.0,0,0,2,100.0,11.1,0,0,323120,79478,95500,28020,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
17600,17600,17600.0, 60 months, 17.97%,446.64,D,D1,Educator,10+ years,MORTGAGE,91000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,924xx,CA,18.81,0,Sep-2000,1,,88.0,20,1,21437,49.2%,50,w,11832.3,11832.3,11507.86,11507.86,5767.7,5740.16,0.0,0.0,0.0,Jan-2021,446.64,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,340267,3,2,1,2,4.0,98851,98.0,3,5,8671,67.0,43600,2,9,4,8,17013.0,11152.0,60.5,0,0,218.0,95,4,4,2,4.0,,4.0,,0,8,13,8,9,30,17,18,13,20,0.0,0,0,5,100.0,25.0,1,0,360496,120288,28200,95896,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months,  8.46%,315.5,A,A5,CORP Admin,10+ years,RENT,45000.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,211xx,MD,34.91,0,Sep-2002,0,,,16,0,19924,40.4%,19,w,2741.56,2741.56,8513.8,8513.8,7258.44,1255.36,0.0,0.0,0.0,Jan-2021,315.5,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,56755,0,3,0,0,49.0,32433,60.0,0,2,7787,52.0,49300,0,0,0,2,3547.0,12080.0,51.1,0,0,158.0,193,17,17,0,17.0,,17.0,,0,4,10,5,6,5,12,13,10,16,0.0,0,0,0,100.0,20.0,0,0,108209,56755,24700,54393,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000.0, 36 months,  7.02%,1235.45,A,A2,Senior Event Manager,7 years,RENT,69062.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,193xx,PA,28.15,0,Oct-2006,0,,,11,0,27692,60.6%,21,w,23966.33,23966.33,20321.37,20321.37,16033.67,4287.7,0.0,0.0,0.0,Jan-2021,617.73,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,58618,0,6,1,2,8.0,30926,68.0,0,0,13334,64.0,45700,2,1,1,2,5329.0,16977.0,61.6,0,0,146.0,93,30,8,0,30.0,,8.0,,0,4,5,4,4,16,5,5,5,11,0.0,0,0,1,100.0,0.0,0,0,91014,58618,44200,45314,,,,,,,,,,,,Y,DR0250PV01,FURLOUGH,ACTIVE,3.0,1235.45,Nov-2020,Feb-2021,Dec-2020,3.0,0.0,,420.60906,24064.48,617.73,N,,,,,,
15000,15000,14975.0, 60 months, 12.98%,341.15,B,B5,Licensed vocational nurse ,4 years,RENT,56000.0,Not Verified,Dec-2018,Charged Off,n,,,credit_card,Credit card refinancing,956xx,CA,22.22,0,Nov-2001,0,25.0,,4,0,639,24.6%,23,f,0.0,0.0,4407.91,4400.56,2482.79,1925.12,0.0,0.0,0.0,Jan-2020,341.15,,Jan-2021,0,,1,Individual,,,,0,250,16755,0,2,1,1,12.0,16116,42.0,0,0,0,41.0,2600,1,1,1,1,4189.0,,,0,0,205.0,108,44,12,0,,25.0,12.0,25.0,0,0,2,0,7,14,2,9,2,4,0.0,0,0,1,81.8,,0,0,40968,16755,0,38368,,,,,,,,,,,,,,,,,341.15,,,,,,,0.0,0.0,341.15,N,,,,,,
35000,35000,35000.0, 60 months, 23.40%,994.73,E,E1,Director of Education ,3 years,MORTGAGE,200000.0,Source Verified,Oct-2018,Fully Paid,n,,,home_improvement,Home improvement,483xx,MI,1.4,0,Apr-2002,1,29.0,,5,0,523,8.3%,32,w,0.0,0.0,44637.66,44637.66,35000.0,9587.92,49.74,0.0,0.0,Sep-2020,8738.82,,Sep-2020,0,52.0,1,Individual,,,,0,0,198650,1,2,0,1,17.0,197770,66.0,0,0,514,36.0,6300,2,0,5,2,39730.0,5777.0,8.3,0,0,198.0,37,26,2,0,26.0,,1.0,,5,2,2,2,2,29,2,2,2,5,0.0,0,0,1,60.7,0.0,0,0,173194,198650,6300,166537,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,3744.09,N,,,,,,
20000,20000,20000.0, 60 months, 18.94%,518.16,D,D2,independent contractor ,5 years,OWN,65000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,298xx,SC,26.37,0,Jan-2004,2,,,5,0,1073,56.5%,8,w,14146.94,14146.94,12383.23,12383.23,5853.06,6530.17,0.0,0.0,0.0,Jan-2021,0.0,Mar-2021,Jan-2021,0,,1,Individual,,,,0,245,35927,0,2,1,1,7.0,34854,96.0,0,0,0,93.0,1900,2,0,3,1,7185.0,600.0,0.0,0,0,178.0,68,33,7,0,33.0,,1.0,,0,0,1,2,2,4,3,4,1,5,0.0,0,0,1,100.0,0.0,0,0,77954,35927,600,76054,,,,,,,,,,,,Y,CVD19SKIP,INCOME_CURTAILMENT,ACTIVE,2.0,0.0,Dec-2020,Feb-2021,Dec-2020,2.0,0.0,ACTIVE,784.73,14333.01,265.68,N,,,,,,
25000,25000,25000.0, 36 months, 10.08%,807.62,B,B1,Driver,3 years,RENT,45000.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,958xx,CA,6.72,1,Feb-2006,0,8.0,,5,0,6385,18.9%,9,w,7018.78,7018.78,21770.74,21770.74,17981.22,3789.52,0.0,0.0,0.0,Jan-2021,807.62,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,6385,0,0,0,0,114.0,0,,0,1,2840,19.0,33700,0,1,1,1,1277.0,13441.0,30.0,0,0,151.0,142,17,17,0,17.0,35.0,5.0,8.0,0,3,4,3,4,2,5,7,4,5,0.0,0,0,0,77.8,0.0,0,0,33700,6385,19200,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 60 months, 19.92%,264.5,D,D3,Store Manager,2 years,MORTGAGE,50000.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,741xx,OK,13.92,0,Sep-2009,0,24.0,,8,0,11173,64.2%,19,w,6829.77,6829.77,6854.87,6854.87,3170.23,3684.64,0.0,0.0,0.0,Jan-2021,264.5,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,136697,0,2,0,2,20.0,32117,96.0,0,1,6569,85.0,17400,1,0,0,3,17087.0,4004.0,69.2,0,0,110.0,98,13,13,1,13.0,45.0,22.0,24.0,0,2,4,3,3,13,5,5,4,8,0.0,0,0,0,89.5,66.7,0,0,149071,43290,13000,33581,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
8400,8400,8400.0, 36 months,  7.84%,262.61,A,A4,,,RENT,50604.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,540xx,WI,17.9,0,Nov-2002,0,,,4,0,15614,63.7%,8,w,2287.94,2287.94,7086.81,7086.81,6112.06,974.75,0.0,0.0,0.0,Jan-2021,262.61,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,27647,0,2,1,1,8.0,12033,58.0,1,1,12916,61.0,24500,1,3,1,2,6912.0,8886.0,63.7,0,0,138.0,136,9,8,2,9.0,,8.0,,0,2,2,2,2,3,2,3,2,4,0.0,0,0,2,100.0,50.0,0,0,45278,27647,24500,20778,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 60 months, 16.91%,248.05,C,C5,HR Admin,10+ years,RENT,77700.0,Source Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,28.8,0,Oct-2005,0,42.0,,26,0,22112,54.3%,54,w,7740.46,7740.46,5443.01,5443.01,2259.54,3183.47,0.0,0.0,0.0,Jan-2021,248.05,Feb-2021,Jan-2021,0,50.0,1,Individual,,,,0,0,95000,1,5,1,4,2.0,72888,72.0,2,7,5777,63.0,40700,6,0,2,12,3654.0,6209.0,76.3,0,0,157.0,155,9,2,0,12.0,50.0,9.0,42.0,3,9,13,10,13,25,20,28,13,26,0.0,0,0,3,92.2,50.0,0,0,126926,95000,26200,85595,,,,,,,,,,,,N,CVD19SKIP,REDUCED_HOURS,COMPLETE,4.0,0.0,Jun-2020,Aug-2020,Jun-2020,4.0,0.0,ACTIVE,844.32,8415.64,100.01,N,,,,,,
9000,9000,9000.0, 36 months,  6.11%,274.25,A,A1,Care center manager,10+ years,MORTGAGE,86000.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,535xx,WI,9.95,0,Aug-1997,0,73.0,,7,0,17950,39.5%,24,w,2674.6,2674.6,7127.44,7127.44,6325.4,802.04,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,567884,1,1,1,1,3.0,9543,95.0,0,0,9434,50.0,45500,0,5,0,1,81126.0,8023.0,57.8,0,0,147.0,254,38,3,6,71.0,,,,0,2,3,2,8,7,4,11,3,7,0.0,0,0,1,91.7,0.0,0,0,650500,27493,19000,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
1000,1000,975.0, 36 months, 15.02%,34.68,C,C3,Executive Assistant,10+ years,RENT,60000.0,Verified,Dec-2018,Fully Paid,n,,,moving,Moving and relocation,356xx,AL,14.78,0,May-2002,1,33.0,70.0,13,1,9965,56%,26,f,0.0,0.0,1157.0711870175,1128.14,1000.0,157.07,0.0,0.0,0.0,Dec-2020,40.26,,Dec-2020,0,,1,Individual,,,,0,0,13947,2,2,1,2,7.0,3982,23.0,3,6,2806,40.0,17800,2,3,2,8,1162.0,1248.0,75.0,0,0,121.0,199,3,3,2,8.0,,6.0,,0,3,7,3,7,4,11,20,7,13,0.0,0,0,4,95.0,33.3,1,0,35329,13947,5000,17529,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
22000,22000,22000.0, 60 months, 10.47%,472.54,B,B2,Sr mgr of call center operations ,10+ years,MORTGAGE,60000.0,Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,554xx,MN,21.16,0,Oct-1995,1,,,7,0,17823,60.6%,24,w,0.0,0.0,24441.833162742798,24441.83,22000.0,2441.83,0.0,0.0,0.0,Nov-2019,18764.95,,Jun-2020,0,,1,Individual,,,,0,0,299454,1,2,1,2,10.0,45253,91.0,2,2,9138,71.0,29400,0,2,1,5,42779.0,5288.0,74.8,0,0,113.0,275,3,3,5,3.0,,3.0,,0,2,4,2,5,10,4,9,4,7,0.0,0,0,3,100.0,50.0,0,0,323704,63076,21000,54304,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000.0, 36 months, 15.02%,1213.63,C,C3,photo/video editor,10+ years,MORTGAGE,94000.0,Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,914xx,CA,18.74,0,Nov-1996,0,,,13,0,14655,67.8%,18,w,0.0,0.0,38298.4185230905,38298.42,35000.0,3298.42,0.0,0.0,0.0,Jul-2019,29861.42,,Oct-2019,0,,1,Individual,,,,0,2751,420328,1,8,1,3,5.0,62297,91.0,0,1,5538,85.0,21600,2,0,2,5,32333.0,203.0,98.1,0,0,264.0,51,22,5,1,22.0,,4.0,,0,2,3,2,2,13,4,4,3,13,0.0,0,0,1,100.0,100.0,0,0,447423,76952,10500,68823,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
2000,2000,2000.0, 36 months,  8.19%,62.85,A,A4,Material Planner II,2 years,MORTGAGE,49400.0,Not Verified,Nov-2018,Fully Paid,n,,,home_improvement,Home improvement,799xx,TX,25.97,0,Jun-1986,1,,,12,0,10434,37.1%,20,f,0.0,0.0,2107.6572045701,2107.66,2000.0,107.66,0.0,0.0,0.0,Jul-2019,1669.53,,Aug-2019,0,,1,Individual,,,,0,250,93061,1,2,1,1,12.0,13082,38.0,1,1,4737,38.0,28100,1,1,2,2,8460.0,12232.0,33.5,0,0,122.0,389,3,3,2,28.0,,3.0,,0,2,5,4,6,5,9,13,5,12,0.0,0,0,2,100.0,0.0,0,0,156012,23516,18400,34437,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
